tweets,label
"['bajing', 'mreka', 'manggil', 'orang', 'papua', 'dkk', 'monyet', 'ras', 'mreka', 'gak', 'sadar', 'kulit', 'gak', 'putih', 'sok', 'sok', 'an', 'ngehina', 'mreka', 'mreka', 'kulit', 'hitam', 'kulit', 'gak', 'putih', 'aja', 'belagu', 'pake', 'acara', 'ras', 'bangsat', 'https', 'twitter', 'com', 'veronicakoman', 'status']",Non_R
"['cuka', 'surabaya', 'langsung', 'main', 'generalisasi', 'orang', 'papua', 'dikatain', 'monyet', 'gue', 'loe', 'sjw', 'kuontol', 'yg', 'gak', 'papua', 'sok', 'tau', 'papua']",Non_R
"['anon', 'goblog', 'ngapain', 'lu', 'ngatain', 'orang', 'papua', 'monyet', 'ga', 'inget', 'lu', 'perkara', 'terus', 'in', 'aja', 'goblog', 'emang', 'mulia', 'lo']",Non_R
"['cek', 'sana', 'orang', 'papua', 'yg', 'bilang', 'monyet']",Non_R
"['hasil', 'keluar', 'hongkongjumat', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'p', 'bfv', 'exh']",R
"['agustus', 'tanggal', 'dmna', 'orang', 'papua', 'ras', 'monyet', 'adlah', 'sala', 'anak', 'dr', 'ibu', 'anak', 'papua', 'terima', 'tindak', 'indonesia', 'west', 'papu', '', 'tanggal', 'agustus', 'mempringati', 'ras', 'west', 'papua', 'pic', 'twitter', 'com', 'zs', 'vaheo', 'u']",Non_R
"['gw', 'gada', 'ye', 'ma', 'orang', 'papua', 'kecuali', 'orang', 'macem', 'lu', 'emang', 'pantes', 'monyet', 'yg', 'benci', 'negara', 'gelantung', 'dalem', 'sampah']",R
"['murid', 'smk', 'negri', 'fakfak', 'papua', 'barat', 'demo', 'tuntun', 'buka', 'palang', 'adat', 'sekolah', 'kabar', 'perintah', 'daerah', 'pic', 'twitter', 'com', 'rixy', 'o', 'mtx']",Non_R
"['hasil', 'keluar', 'hongkongkamis', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'quaqonjphu']",R
"['wajib', 'baca', 'oap', 'leluhur', 'deret', 'pahlawan', 'berani', 'papua', 'hasil', 'satu', 'nkri', 'http', 'share', 'babe', 'news', 's', 'yezhyppqvr']",Non_R
"['hasil', 'keluar', 'cambodiakamis', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'epseo', 'enpr']",Non_R
"['tolak', 'otsus', 'jilid', 'ii', 'papua', 'anak', 'monyet', 'papua', 'referendum', 'west', 'papua', 'barat', 'hak', 'tentu', 'nasib', 'papua', 'pic', 'twitter', 'com', 'x', 'dc', 'twv']",Non_R
"['hasil', 'keluar', 'hongkongsenin', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'mvyzlghlvq']",Non_R
"['hasil', 'keluar', 'japansenin', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'ogcpwsdt']",Non_R
"['org', 'indo', 'aja', 'ngebully', 'indo', 'liat', 'tuh', 'mahasiswa', 'papua', 'dikatain', 'monyet', 'aja', 'ga', 'kelar', 'ribet', 'bgt', 'ngurusin', 'tetangga']",Non_R
"['hasil', 'keluar', 'singaporeminggu', 'agustus', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'eqrxjedj', 'n']",Non_R
"['monyetagustus', 'rasisme', 'terhada', 'bangsa', 'west', 'papua']",Non_R
"['hasil', 'keluar', 'cambodiakamis', 'juli', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'mg', 'seefnd']",Non_R
"['hasil', 'keluar', 'cambodiarabu', 'juli', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'mxennbaog']",Non_R
"['pei', 'yg', 'surabaya', 'mahasiswa', 'papua', 'usir', 'katai', 'monyet', 'ras']",R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['tinggal', 'papua', 'ledek', 'an', 'panggil', 'hitam', 'monyet', 'jawa', 'loyo', 'lembek', 'gak', 'masalahcoba', 'tikam', 'an', 'baperan', 'mana']",Non_R
"['ente', 'diam', 'orang', 'yg', 'hina', 'orang', 'papua', 'ngehina', 'natalius', 'pigai', 'dgn', 'sebut', 'monyet']",Non_R
"['indonesia', 'buta', 'nurani', 'orang', 'papua', 'bilang', 'monyet', 'singgung', 'yg', 'papua', 'aja', 'kecam', 'singgung', 'orang', 'jawa', 'bilang', 'jongos', 'ngebelain', 'orang', 'yg', 'rendah', 'suku', 'nilai', 'murah', 'ntar']",Non_R
"['selamat', 'songsong', 'hut', 'aliansi', 'mahasiswa', 'papua', 'amp', 'thn', 'tgl', 'juli', 'juli', 'engkau', 'bilang', 'perat', 'monyet', 'engkau', 'didik', 'generasi', 'sisa', 'west', 'papua', 'cinta', 'tanah', 'papua', 'manusia', 'papua', 'hormat', 'umur', 'lawan', 'pic', 'twitter', 'com', 'mvfq', 'tzuyh']",Non_R
"['goblok', 'elu', 'jamet', 'stad', 'tengku', 'becanda', 'keris', 'lo', 'bahaya', 'banding', 'hina', 'org', 'papua', 'monyet', 'ngatain', 'daerah', 'miskin', 'sarang', 'teroris', 'kadrun']",Non_R
"['hebat', 'orang', 'papua', 'bilang', 'monyet', 'sabar', 'https', 'twitter', 'com', 'awannmalam', 'status', 's']",Non_R
"['orang', 'jawa', 'asli', 'lapor', 'orang', 'sumatra', 'bicara', 'letak', 'keris', 'orang', 'jawa', 'mana', 'kemarin', 'pas', 'orang', 'jawa', 'sebut', 'orang', 'papua', 'monyet', 'knyl', 'https', 'twitter', 'com', 'awannmalam', 'status']",Non_R
"['pei', 'orang', 'jawa', 'mesti', 'ajar', 'sikap', 'orang', 'papua', 'bilang', 'monyet']",Non_R
"['selamat', 'songsong', 'hut', 'aliansi', 'mahasiswa', 'papua', 'amp', 'thn', 'tgl', 'juli', 'juli', 'engkau', 'bilang', 'perat', 'monyet', 'engkau', 'didik', 'generasi', 'sisa', 'west', 'papua', 'cinta', 'tanah', 'papua', 'manusia', 'papua', 'hormat', 'umur', 'lawan', 'pic', 'twitter', 'com', 'badui', 'vjbu']",Non_R
"['pastor', 'lahir', 'mama', 'papua', 'dengar', 'saudara', 'pukul', 'tangkap', 'kejar', 'kejar', 'penjara', 'perkosa', 'siksa', 'jadi', 'tahan', 'tuduh', 'makar', 'bunuh', 'bilang', 'monyet', 'http', 'disq', 'us', 't', 'ql', 'hp']",Non_R
"['pastor', 'lahir', 'mama', 'papua', 'dengar', 'saudara', 'pukul', 'tangkap', 'kejar', 'kejar', 'penjara', 'perkosa', 'siksa', 'jadi', 'tahan', 'tuduh', 'makar', 'bunuh', 'bilang', 'monyet', 'http', 'disq', 'us', 't', 'ql', 'hp']",Non_R
"['dlu', 'inget', 'bgt', 'pas', 'sd', 'sekolah', 'dibully', 'bilang', 'monyet', 'papua', 'n', 'o', 'dll', 'karna', 'kulit', 'gue', 'item', 'dekil', 'trs', 'sedih', 'pulang', 'rumah', 'buru', 'dengerin', 'lagu', 'wmyb', 'biar', 'gk', 'sedih', 'lgi', 'sedih', 'bgt', 'tpi', 'jg', 'neng', 'bgt', 'kenal', 'd', 'lagu', 'tampang', 'popularitas']",Non_R
"['hasil', 'keluar', 'hongkongselasa', 'juli', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'tcxsutfqew']",Non_R
"['pei', 'contoh', 'mas', 'tangkap', 'maling', 'interogasi', 'ular', 'inteogasi', 'sop', 'nya', 'mas', 'gabisa', 'interogasi', 'ketua', 'bem', 'penjara', 'orang', 'papua', 'injak', 'kepala', 'maki', 'monyet', 'mas', 'tau']",Non_R
"['hasil', 'keluar', 'singaporesenin', 'juli', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'n', 'c', 'oa', 'w', 'g']",Non_R
"['papua', 'bebas', 'papua', 'merdeka', 'orang', 'papua', 'teembak', 'mati', 'pei', 'monyet']",Non_R
"['papua', 'bebas', 'papua', 'merdeka', 'orang', 'papua', 'teembak', 'mati', 'pei', 'monyet']",Non_R
"['rakyat', 'monyet', 'papua', 'tolak', 'otsus', 'jilid', 'ii', 'referendum', 'west', 'papua', 'barat', 'pic', 'twitter', 'com', 'elkfbmd', 'i']",Non_R
"['hasil', 'keluar', 'japanminggu', 'juli', 'result', 'shio', 'monyetselamat', 'menang', 'jp', 'jayagaming', 'casinotogel', 'jayatogel', 'jayapoker', 'idnplay', 'idnlive', 'hkbgaming', 'togelonline', 'papua', 'togeljitu', 'dewatogel', 'bandarcasino', 'sbobet', 'pic', 'twitter', 'com', 'qine', 'qa', 'ts']",Non_R
"['ras', 'hak', 'tentu', 'nasib', 'bangsa', 'moyet', 'west', 'papua']",Non_R
"['reddeergames', 'nintendoswitch', 'giveaway', 'anyone', 'can', 'have', 'a', 'chance', 'to', 'win', 'this', 'awesome', 'game', 'prize', 'pack', 'xbox', 'nintendo', 'eshopcomplete', 'your', 'entry', 'here', 'https', 'gleam', 'io', 'imd', 'nintendo', 'switch', 'games', 'giveaway', 'reddeergames', 'pic', 'twitter', 'com', 'fovi', 'ux', 'cy']",Non_R
"['mareng', 'papua', 'skrg', 'malukusbnrnya', 'klian', 'smpe', 'sbut', 'monyet', 'bkan', 'moyet', 'manusia']",Non_R
"['monyet', 'moyet', 'tanah', 'west', 'papua', 'birokrasi', 'kolonial', 'indonesia', 'sorot', 'negara', 'indonesia', 'kait', 'isu', 'rasisme', 'surabaya', 'isu', 'mekar', 'provinsi', 'tawar', 'manusia', 'moyet', 'papua', 'moyet', 'moyet', 'lupa']",Non_R
"['orang', 'padang', 'saudara', 'yg', 'ngak', 'tau', 'spa', 'bunuh', 'dg', 'sadis', 'moyet', 'papua']",R
"['papua', 'moyet']",R
"['papua', 'moyet', 'bunuh', 'sipil']",R
"['tgl', 'agustus', 'bendera', 'bintang', 'kejora', 'kibar', 'halaman', 'kantor', 'bupati', 'kabupaten', 'deiyai', 'papua', 'demo', 'indonesia', 'goyang', 'sebut', 'moyet', 'tdk', 'hidup', 'manusia', 'papua', 'pisah', 'nkri', 'pic', 'twitter', 'com', 'fyispix', 'ez']",Non_R
"['lu', 'sekolah', 'ga', 'nanya', 'knp', 'orang', 'asal', 'moyet', 'berai', 'lu', 'keluarga', 'turun', 'monyet', 'gue', 'mah', 'ogah', 'turun', 'monyet', 'yg', 'ribut', 'orang', 'papua', 'kocag']",R
"['orang', 'moyet', 'sehingat', 'rakyat', 'wes', 'papua', 'lepas', 'tinggal', 'indonesia', 'meskinpun', 'tinggal', 'papua', 'merdeka']",Non_R
"['hatas', 'rasisme', 'moyet', 'masyarakat', 'papua', 'min', 'mahafkan', 'boss', 'harga', 'bangsa', 'papua', 'kulit', 'hitam', 'bosang', 'mahafkan', 'boss', 'mahfkan', 'adam', 'indonesia', 'moyet']",Non_R
"['mahasiswa', 'papua', 'yg', 'nuntun', 'ilmu', 'jawa', 'org', 'tp', 'org', 'jawa', 'yg', 'cari', 'mkn', 'tanah', 'papua', 'juta', 'klu', 'org', 'jawa', 'tanah', 'papua', 'usir', 'org', 'jawa', 'diam', 'hallo', 'mas', 'dn', 'mba', 'yg', 'katain', 'org', 'papua', 'moyet', 'tampung', 'keluarga', 'yg', 'usir', 'dr', 'tanah', 'papua']",Non_R
"['bendera', 'pagar', 'asrama', 'dn', 'org', 'yg', 'patahin', 'jatuh', 'selokan', 'bukyi', 'tdk', 'skrg', 'papua', 'sdh', 'rusuh', 'yg', 'bicara', 'moyet', 'aparat', 'tindak', 'dr', 'komendannya', 'anak', 'buah', 'mulut', 'tdk', 'jaga']",Non_R
"['papua', 'moyet', 'pic', 'twitter', 'com', 'rxm', 'miresn']",Non_R
"['monyet', 'sungguh', 'rakus', 'jabat', 'rakus', 'kuasa', 'moyet', 'koruptor', 'rampok', 'uang', 'rakyat', 'sadaraku', 'papua', 'manusia', 'hormat', 'hina', 'hina', 'papuaadalahindonesia']",Non_R
"['dekat', 'militeristik', 'redam', 'rasisme', 'nobat', 'kelompok', 'orang', 'rakyat', 'papua', 'tindak', 'arogansi', 'otoriter', 'basmi', 'aja', 'moyet', 'biar', 'ko', 'pu', 'jiwa', 'puas', 'situasi', 'https', 'www', 'facebook', 'com', 'posts']",Non_R
"['penasaran', 'nih', 'sih', 'yg', 'bilang', 'orang', 'papua', 'kaya', 'moyet', 'pic', 'twitter', 'com', 'fheuhww', 'w']",Non_R
"['tolong', 'tangkap', 'oknum', 'yg', 'teriak', 'in', 'moyet', 'cari', 'akun', 'oknum', 'yg', 'wajah', 'video', 'yg', 'sebar', 'papua', 'gak', 'tangkap']",Non_R
"['pake', 'atribut', 'fpi', 'tuh', 'ngapa', 'bawa', 'banser', 'tau', 'banser', 'caci', 'manusia', 'sebut', 'moyet', 'ria', 'bubar', 'papua']",Non_R
"['kepung', 'wib', 'malam', 'lempari', 'batu', 'dalam', 'asrama', 'mahasiswa', 'papua', 'jalan', 'kalas', 'no', 'surabaya', 'kelompok', 'ormas', 'aparat', 'riak', 'moyet', 'https', 'www', 'instagram', 'com', 'p', 'b', 'qdn', 'egpj', 'igshid', 'jnonvw', 'e', 'j']",Non_R
"['sdh', 'nyata', 'kerja', 'kerja', 'merk', 'hutan', 'yg', 'bilng', 'moyet', 'merk', 'doa', 'pembagungun', 'lancar', 'rata', 'sabang', 'samapai', 'papua', 'kau', 'kerja', 'rumah', 'pagi', 'mlm', 'hasil', 'anak', 'monyet', 'krn', 'krmamu', 'yg', 'sdh', 'fitna', 'orang', 'yg', 'sdh', 'negara', 'dng', 'bk']",Non_R
"['poin', 'persen', 'tdk', 'bagi', 'bikin', 'ulah', 'papua', 'cmbeanya', 'politikus', 'got', 'main', 'peran', 'moyet']",Non_R
"['play', 'let', 'the', 'fun', 'begin', 'like', 'rt', 'click', 'https', 'www', 'reddeergames', 'com', 'did', 'you', 'see', 'it', 'pic', 'twitter', 'com', 'a', 'ef', 'ixr']",Non_R
"['papua', 'btl', 'btuh', 'lilin', 'makax', 'kesini', 'kau', 'moyet', 'jadi', 'lilin']",R
"['negara', 'yg', 'wadah', 'orang', 'orang', 'ras', 'pei', 'milisi', 'sipil', 'yg', 'katai', 'mahasiswa', 'papua', 'moyet', 'http', 'fb', 'me', 'q', 'pbpkwg']",Non_R
"['negara', 'yg', 'wadah', 'orang', 'orang', 'ras', 'pei', 'milisi', 'sipil', 'yg', 'katai', 'mahasiswa', 'papua', 'moyet', 'http', 'fb', 'me', 'u', 'qbxm', 'h']",Non_R
"['mahasiswa', 'papua', 'orang', 'papua', 'moyet', '', 'kata', 'ormas', 'jog', '']",Non_R
"['p', 'arif', 'ga', 'jwb', 'peanyaan', 'moyet', 'papua', 'jd', 'misi', 'tvoon']",Non_R
"['wahaha', 'cakep', 'gua', 'ama', 'de', 'tnbarbossa', 'sih', 'dede', 'gaya', 'mulu', 'idung', 'kaya', 'moyet', 'papua', 'lawan', 'kaka', 'gua', 'vabel']",R
"['alat', 'militer', 'cangih', 'tni', 'polisi', 'keyok', 'ama', 'moyet', 'hutan', 'primitif', 'biyadab', 'papua']",R
"['mandy', 'date', 'zipper', 'zone', 'mah', 'moyet', 'papua', 'sono', 'jga', 'tw']",R
"['siah', 'moyet', 'papua', 'rt', 'andimanyan', 'anisa', 'nr', 'enya', 'plis', 'deh', 'jngn', 'selingkuh', 'bujal', 'oray', 'in']",R
"['anak', 'jambrong', 'rt', 'natashaglery', 'anak', 'lutung', 'rt', 'sbrfrhn', 'moyet', 'bakar', 'rt', 'natashaglery', 'monyet', 'lepas', 'rt', 'sbrfrhn', 'ye', 'gajah', 'papua']",R
"['moyet', 'bakar', 'rt', 'natashaglery', 'monyet', 'lepas', 'rt', 'sbrfrhn', 'ye', 'gajah', 'papua', 'rt', 'natashaglery', 'yeee', 'setan', 'alas', 'rt', 'sbrfrhn', 'cebong']",R
"['mom', 'knp', 'org', 'papua', 'mukax', 'sm', 'smua', 'sp', 'monyet', 'sy', 'mn', 'ad', 'nenek', 'moyang', 'mom', 'sp', 'tau', 'dintr', 'mrk', 'ad', 'kwn', 'dgn', 'moyet', 'sy', 'o', '']",R
"['kmrn', 'order', 'webcam', 'cina', 'alhamdulillah', 'aman', 'yg', 'sedia', 'disinfektan', 'aka']",Non_R
"['nama', 'cindo', 'cina', 'indo']",Non_R
"['cina', 'kafir']",Non_R
"['kondoms', 'syopi', 'yg', 'kirim', 'dr', 'negeri', 'cina', 'udah', 'ngirim', 'order', 'mas', 'stop', 'ngirim', 'kalo', 'udah', 'ngirim', 'barang', 'aman', 'dr', 'c', 'word', 'ga', 'mending', 'gausa', 'order']",Non_R
"['na', 'cinaswa', 'makhwaya', 'swa', 'mina']",Non_R
"['interact', 'sm', 'gua', 'pake', 'bahasa', 'cina']",Non_R
"['ucul', 'jg', 'kaya', 'cina', 'cina']",Non_R
"['salah', 'masuk', 'lubuk', 'makan', 'gerai', 'cina', 'pulak']",Non_R
"['ven', 'ago', 'fp', 'cina', 'super', 'league', 'grp', 'ajiangsu', 'suning', 'shanghai', 'shenhua', '', 'giovanni', 'andres', 'morenoby', 'http', 'thelivescoreapp', 'com']",Non_R
"['yh', 'klo', 'kaga', 'napas', 'lu', 'pampir', 'cina', 'jdinya']",Non_R
"['http', 'rovosfitness', 'blogspot', 'com', 'breaking', 'news', 'wajo']",Non_R
"['cina', 'ya', 'abng', 'long', 'ayahanda', 'ku', 'ingat', 'melayu', 'je', 'ranking', 'ni']",Non_R
"['susah', 'baca', 'nama', 'bahasa', 'cina', 'ntar', 'pake', 'nama', 'inggris', 'sih', 'wkwkwkwk']",Non_R
"['iyaa', 'maap']",Non_R
"['vk', 'hasil', 'serah', 'papua', 'majikan', 'cina', 'nya', 'imigran', 'cina', 'alir', 'deras', 'jarah', 'sejati', 'yg', 'org', 'cina', 'laku', 'genosida', 'beneran', 'cina', 'oap', 'oap', 'sesal', 'kenal', 'vk']",Non_R
"['babak', 'risiko', 'corona', 'new', 'zealand', 'cina', 'duga', 'tular', 'makan', 'beku', 'impo', 'https', 'on', 'ft', 'com', 'y', 'ewt', 'pic', 'twitter', 'com', 'mb', 'gakktik']",Non_R
"['majlis', 'bandaraya', 'seremban', 'dah', 'edar', 'not', 'niaga', 'melayu', 'roboh', 'bangun', 'tambah', 'kedai', 'senawang', 'niaga', 'salah', 'niaga', 'niaga', 'cina', 'dah', 'kurun', 'niaga', 'letak', 'barang', 'penuh', 'koridor', 'premis', 'ambil', 'tindak']",Non_R
"['bahasa', 'cina', 'cakue', 'cakwe', 'youtiao']",Non_R
"['sakit', 'mikirin', 'luka', 'minggu']",Non_R
"['cina', 'bukit', 'ka']",Non_R
['cina'],Non_R
"['sastra', 'cina', 'keren', 'banget', 'woy']",Non_R
"['lilin', 'aja']",Non_R
"['kahkahkah', 'patut', 'la', 'cina', 'beli', 'propey', 'kat', 'lantan', 'ikut', 'je', 'depa', 'masuk', 'set', 'up', 'mall', 'sure', 'buyer', 'tp', 'xda', 'patut', 'ahahaha']",Non_R
"['rasuah', 'melayu', 'rasuah', 'pisah', 'tiada', 'cina', 'rasuah', 'huluq', 'cina']",Non_R
"['pujangga', 'cina']",Non_R
"['damage', 'cakar', 'sepupu', 'pas', 'muka']",Non_R
"['gue', 'untung', 'gapernah', 'nanya', 'u', 'org', 'cina', 'bkn', 'wkwkwk']",Non_R
"['cina', 'babi', 'azmir', 'lee', 'ni', 'jumpa', 'pecah', 'ni']",R
"['melayu', 'jual', 'tanah', 'isu', 'tok', 'yg', 'soal', 'ni', 'knp', 'pai', 'cina', 'yg', 'mati', 'mati', 'lawan', 'rasuah', 'lawan', 'biz', 'haram', 'yg', 'masyarakat', 'depa', 'jalan', 'soal', 'ni', 'ras', 'legit', 'questions']",Non_R
"['bokef', 'cina']",Non_R
"['tengok', 'cerita', 'cina', 'focus', 'faham', 'je', 'org', 'tu']",Non_R
"['dagang', 'cina', 'jual', 'kain', 'semarang', 'pei', 'tradisi', 'dagang', 'pic', 'twitter', 'com', 'asv', 'puhfj']",Non_R
"['belah', 'kanan', 'kirain', 'majalah', 'bisnis', 'dr', 'cina', 'gt']",Non_R
"['kawasan', 'karst', 'maros', 'pangkep', 'luas', 'ha', 'kawasan', 'karst', 'luas', 'indah', 'dunia', 'cina']",Non_R
"['negara', 'kelas', 'cina', 'uea', 'usa', 'hutang', 'tuh']",Non_R
"['maksud', 'indonesia', 'cepat', 'maju', 'ikut', 'paham', 'komunis', 'cina', 'gitu', 'ya', 'luhut', 'pantesan', 'islam', 'sengaja', 'tuduh', 'radikal', 'biar', 'komunis', 'dominasi', 'hidup', 'rakyat', 'indonesia', 'dasar', 'kakek', 'gila', 'luhut', 'singgung', 'paham', 'komunisme', 'hasil', 'tekan', 'miskin', 'china', 'http', 'share', 'babe', 'news', 's', 'vcyrmmpqvr']",R
"['nonton', 'street', 'food', 'asia', 'yg', 'episode', 'ho', 'chi', 'minh', 'city', 'vietnam', 'nih', 'vietnam', 'dapet', 'padu', 'culture', 'cina', 'prancis', 'amerika', 'seru', 'banget', 'ken', 'kesana']",Non_R
"['pokok', 'cina', 'heboh', 'apa', 'fakta', 'heuheuheu']",Non_R
['wkakwka'],Non_R
['umbel'],Non_R
"['manhwa', 'komik', 'korea', 'manhua', 'cina']",Non_R
"['iya', 'sih', 'banyak', 'bacot', 'us', 'ama', 'cina']",R
"['try', 'manhua', 'cina', 'pulak', 'haha', 'bnyk', 'yg', 'best']",Non_R
"['capek', 'banget', 'suka', 'gimana']",Non_R
"['jual', 'buyer', 'nya', 'duit', 'tok', 'sb', 'cina', 'tau', 'melayu', 'jual', 'tanah', 'depa', 'cari', 'duit', 'by', 'any', 'means', 'necessary', 'depa', 'tau', 'depa', 'kena', 'halau', 'kena', 'pijak', 'depa', 'niaga', 'halal', 'depa', 'adil', 'adil', 'niaga', 'duit', 'haram']",Non_R
"['tangis', 'laku', 'huang', 'renjun', 'malam', 'pic', 'twitter', 'com', 'ufgdl', 'pbvu']",Non_R
"['tktau', 'laa', 'tokey', 'cina', 'tu', 'sbb', 'gp', 'pstu', 'bts', 'padahai', 'bkn', 'laku', 'bdk', 'tk', 'tikam', 'natang', 'haram', 'nie']",R
"['teman', 'kantor', 'mba', 'ngga', 'ngikutin', 'kpop', 'group', 'nih', 'teman', 'kaya', 'ngga', 'seru', 'jiwa', 'mlm', 'ayo', 'suka', 'ais', 'cina', 'aja']",Non_R
"['komputer', 'cina', 'kuat', 'kena', 'virus', 'kwkwkw']",Non_R
"['mall', 'cici', 'silah', 'masuk', 'liat', 'emang', 'kek', 'cina', 'yaa', 'gw', 'jalan', 'https', 'twitter', 'com', 'yourlovelysins', 'status', 'pic', 'twitter', 'com', 'amozpedun']",Non_R
"['cina', 'anak', 'bini', 'tembak', 'mati', 'untung', 'hidup', 'indonesia']",Non_R
"['kasi', 'cina', 'islam', 'https', 'twitter', 'com', 'yourlovelysins', 'status']",Non_R
"['emang', 'cina', 'ga', 'yg', 'islam']",Non_R
"['uhuy', 'bandung', 'geulis', 'teh', 'nggak', 'tau', 'atuh', 'tulis', 'kaya', 'tulis', 'cina', 'enak', 'tau', 'muka', 'dingin']",Non_R
"['mksuttt', 'udah', 'jun', 'hiks', 'ak', 'lemah', 'bgt', 'muk', 'pingsan', 'aja', 'pic', 'twitter', 'com', 'erjepvb']",Non_R
"['gue', 'tau', 'mksdnya', 'hrs', 'mnta', 'bantu', 'org', 'cina', 'login', 'repot', 'bgt']",Non_R
"['a', 'kelana', 'negeri', 'cina']",Non_R
"['org', 'melayu', 'asik', 'jual', 'tanah', 'je', 'yg', 'luas', 'jd', 'sempit', 'klu', 'cina', 'beli', 'tanah', 'lantan', 'ni', 'dah', 'habis', 'tanah', 'hakmilik', 'melayu']",Non_R
"['majapahit', 'runtuh', 'krn', 'cina', 'nkri', 'jg', 'runtuh', 'cina', 'rehat']",R
"['negara', 'yg', 'percaya', 'rezim', 'negara', 'yg', 'investasi', 'ri', 'cual', 'china', 'debt', 'trap', 'rezim', 'kuasa', 'yg', 'makmur', 'rakyat', 'jajah', 'negara', 'jual', 'https', 'twitter', 'com', 'aka', 'abzhary', 'status']",R
"['babypanda', 'nl', 'name', 'for', 'babypanda', 'people', 'mailed', 'newname', 'panda', 'baby', 'in', 'zoo', 'thenetherlands', 'redcross', 'belarus', 'iran', 'powertothepeople', 'asia', 'india', 'can', 'aus', 'china', 'un', 'eu', 'animals', 'wnf', 'unicef', 'redcross', 'pic', 'twitter', 'com', 'ftuvztyije']",Non_R
"['wuwu', 'baby', 'cheese', 'ace', 'thanniversary', 'taemin', 'https', 'twitter', 'com', 'taemlover', 'status']",Non_R
"['enak', 'kena', 'virus', 'china', 'tular', 'sembuh', 'gak', 'suster', 'cantik', 'perhati', 'hidup', 'indah', 'klo', 'perhati', 'sakit', 'susah', 'hidup']",Non_R
"['ais', 'china', 'kaya', 'tukang', 'foto', 'acara', 'kaya', 'foto', 'majalah', 'ganbarnya']",Non_R
"['ga', 'banyak', 'drama', 'china', 'situ']",Non_R
"['lumayan', 'kaget', 'sebenernya', 'tau', 'biaya', 'bimbel', 'sbm', 'int', 'n', 'range', 'juta', 'lumayan', 'ya', 'beli', 'honda', 'beat', 'maaf', 'w', 'china', 'cuan', 'nomor']",Non_R
"['msh', 'hamba', 'dgn', 'org', 'china', 'msh', 'dpt', 'duit']",Non_R
